model,role,pos,n_tokens_persona_directed,n_tokens_goal_oriented
gemma-3-27b-it,Gaston,24,9908,11174
gemma-3-27b-it,Gaston,25,10348,11875
gemma-3-27b-it,Gaston,26,10749,12224
gemma-3-27b-it,Gaston,27,11161,12615
gemma-3-27b-it,Gaston,28,11524,13129
gemma-3-27b-it,Gaston,29,11904,13735
gemma-3-27b-it,Gaston,30,12259,14283
gemma-3-27b-it,Gaston,31,12670,14670
gemma-3-27b-it,Gaston,32,13018,14999
gemma-3-27b-it,Gaston,33,13328,15436
gemma-3-27b-it,Gaston,34,13728,15895
gemma-3-27b-it,Gaston,35,14038,16211
gemma-3-27b-it,Gaston,36,14356,16536
gemma-3-27b-it,Gaston,37,14697,16958
gemma-3-27b-it,Gaston,38,15015,17444
gemma-3-27b-it,Gaston,39,15356,18066
gemma-3-27b-it,Gaston,40,15681,18850
gemma-3-27b-it,Gaston,41,15996,19318
gemma-3-27b-it,Gaston,42,16320,19983
gemma-3-27b-it,Gaston,43,16697,20381
gemma-3-27b-it,Gaston,44,17105,20844
gemma-3-27b-it,Gaston,45,17472,21356
gemma-3-27b-it,Gaston,46,17828,21774
gemma-3-27b-it,Gaston,47,18186,22259
gemma-3-27b-it,Gaston,48,18522,22829
gemma-3-27b-it,Gaston,49,18894,23554
gemma-3-27b-it,Gaston,50,19247,23918
gemma-3-27b-it,Gaston,51,19609,24222
gemma-3-27b-it,Gaston,52,19956,24705
gemma-3-27b-it,Gaston,53,20318,25330
gemma-3-27b-it,Gaston,54,20621,25802
gemma-3-27b-it,Gaston,55,20965,26219
gemma-3-27b-it,Gaston,56,21279,26704
gemma-3-27b-it,Gaston,57,21574,27093
gemma-3-27b-it,Gaston,58,21895,27551
gemma-3-27b-it,Gaston,59,22241,27971
gemma-3-27b-it,Gaston,60,22554,28408
gemma-3-27b-it,Gaston,61,22845,28714
gemma-3-27b-it,Gaston,62,23127,29303
gemma-3-27b-it,Gaston,63,23440,29616
gemma-3-27b-it,Gaston,64,23766,30589
gemma-3-27b-it,Gaston,65,24087,31522
gemma-3-27b-it,Gaston,66,24384,31926
gemma-3-27b-it,Gaston,67,24650,32419
gemma-3-27b-it,Gaston,68,24917,32816
gemma-3-27b-it,Gaston,69,25198,33525
gemma-3-27b-it,Gaston,70,25491,33958
gemma-3-27b-it,Gaston,71,25743,34383
gemma-3-27b-it,Gaston,72,26058,34856
gemma-3-27b-it,Gaston,73,26399,35487
gemma-3-27b-it,Gaston,74,26841,35833
gemma-3-27b-it,Gaston,75,27198,36535
gemma-3-27b-it,Gaston,76,27571,37268
gemma-3-27b-it,Gaston,77,27933,37883
gemma-3-27b-it,Gaston,78,28320,38481
gemma-3-27b-it,Gaston,79,28634,38827
gemma-3-27b-it,Gaston,80,28957,39506
gemma-3-27b-it,Gaston,81,29295,39982
gemma-3-27b-it,Gaston,82,29587,40214
gemma-3-27b-it,Gaston,83,29915,40526
gemma-3-27b-it,Gaston,84,30180,41257
gemma-3-27b-it,Gaston,85,30504,41673
gemma-3-27b-it,Gaston,86,30827,41996
gemma-3-27b-it,Gaston,87,31146,42683
gemma-3-27b-it,Gaston,88,31428,43276
gemma-3-27b-it,Gaston,89,31694,43802
gemma-3-27b-it,Gaston,90,31962,44535
gemma-3-27b-it,Gaston,91,32236,45173
gemma-3-27b-it,Gaston,92,32449,45777
gemma-3-27b-it,Gaston,93,32698,46306
gemma-3-27b-it,Gaston,94,32968,46470
gemma-3-27b-it,Gaston,95,33279,46954
gemma-3-27b-it,Gaston,96,33565,47731
gemma-3-27b-it,Gaston,97,33791,48228
gemma-3-27b-it,Gaston,98,34053,48673
gemma-3-27b-it,Gaston,99,34326,49239
gemma-3-27b-it,Gaston,100,34624,49920
gemma-3-27b-it,Gaston,101,34789,51080
gemma-3-27b-it,Gaston,102,35021,51765
gemma-3-27b-it,Queen Catherine,0,0,0
gemma-3-27b-it,Queen Catherine,1,290,448
gemma-3-27b-it,Queen Catherine,2,740,817
gemma-3-27b-it,Queen Catherine,3,1270,1316
gemma-3-27b-it,Queen Catherine,4,1820,2346
gemma-3-27b-it,Queen Catherine,5,2349,2864
gemma-3-27b-it,Queen Catherine,6,2913,3173
gemma-3-27b-it,Queen Catherine,7,3430,3677
gemma-3-27b-it,Queen Catherine,8,3857,4247
gemma-3-27b-it,Queen Catherine,9,4338,4811
gemma-3-27b-it,Queen Catherine,10,4847,5383
gemma-3-27b-it,Queen Catherine,11,5306,6312
gemma-3-27b-it,Queen Catherine,12,5842,6820
gemma-3-27b-it,Queen Catherine,13,6277,7338
gemma-3-27b-it,Queen Catherine,14,6753,7666
gemma-3-27b-it,Queen Catherine,15,7278,8089
gemma-3-27b-it,Queen Catherine,16,7770,8883
gemma-3-27b-it,Queen Catherine,17,8269,9259
gemma-3-27b-it,Queen Catherine,18,8767,9940
gemma-3-27b-it,Queen Catherine,19,9301,10372
gemma-3-27b-it,Queen Catherine,20,9770,10937
gemma-3-27b-it,Queen Catherine,21,10302,11396
gemma-3-27b-it,Queen Catherine,22,10825,11667
gemma-3-27b-it,Queen Catherine,23,11250,12260
gemma-3-27b-it,Queen Catherine,24,11696,12819
gemma-3-27b-it,Queen Catherine,25,12219,13563
gemma-3-27b-it,Queen Catherine,26,12676,13963
gemma-3-27b-it,Queen Catherine,27,13165,14316
gemma-3-27b-it,Queen Catherine,28,13593,15039
gemma-3-27b-it,Queen Catherine,29,14096,15713
gemma-3-27b-it,Queen Catherine,30,14530,16320
gemma-3-27b-it,Queen Catherine,31,14971,16738
gemma-3-27b-it,Queen Catherine,32,15384,17107
gemma-3-27b-it,Queen Catherine,33,15822,17561
gemma-3-27b-it,Queen Catherine,34,16244,18158
gemma-3-27b-it,Queen Catherine,35,16638,18517
gemma-3-27b-it,Queen Catherine,36,17042,18919
gemma-3-27b-it,Queen Catherine,37,17439,19411
gemma-3-27b-it,Queen Catherine,38,17831,19966
gemma-3-27b-it,Queen Catherine,39,18205,20660
gemma-3-27b-it,Queen Catherine,40,18603,21491
gemma-3-27b-it,Queen Catherine,41,19001,22035
gemma-3-27b-it,Queen Catherine,42,19419,22808
gemma-3-27b-it,Queen Catherine,43,19893,23322
gemma-3-27b-it,Queen Catherine,44,20360,23930
gemma-3-27b-it,Queen Catherine,45,20783,24530
gemma-3-27b-it,Queen Catherine,46,21202,24942
gemma-3-27b-it,Queen Catherine,47,21649,25430
gemma-3-27b-it,Queen Catherine,48,22033,26101
gemma-3-27b-it,Queen Catherine,49,22520,26988
gemma-3-27b-it,Queen Catherine,50,22937,27443
gemma-3-27b-it,Queen Catherine,51,23413,27765
gemma-3-27b-it,Queen Catherine,52,23845,28324
gemma-3-27b-it,Queen Catherine,53,24257,29030
gemma-3-27b-it,Queen Catherine,54,24686,29606
gemma-3-27b-it,Queen Catherine,55,25060,30100
gemma-3-27b-it,Queen Catherine,56,25499,30657
gemma-3-27b-it,Queen Catherine,57,25836,30978
gemma-3-27b-it,Queen Catherine,58,26266,31491
gemma-3-27b-it,Queen Catherine,59,26700,32069
gemma-3-27b-it,Queen Catherine,60,27101,32578
gemma-3-27b-it,Queen Catherine,61,27432,32931
gemma-3-27b-it,Queen Catherine,62,27877,33436
gemma-3-27b-it,Queen Catherine,63,28332,33807
gemma-3-27b-it,Queen Catherine,64,28776,34723
gemma-3-27b-it,Queen Catherine,65,29231,35519
gemma-3-27b-it,Queen Catherine,66,29669,35911
gemma-3-27b-it,Queen Catherine,67,30100,36608
gemma-3-27b-it,Queen Catherine,68,30523,36934
gemma-3-27b-it,Queen Catherine,69,30976,37651
gemma-3-27b-it,Queen Catherine,70,31367,38098
gemma-3-27b-it,Queen Catherine,71,31787,38615
gemma-3-27b-it,Queen Catherine,72,32147,39194
gemma-3-27b-it,Queen Catherine,73,32571,39845
gemma-3-27b-it,Queen Catherine,74,33079,40210
gemma-3-27b-it,Queen Catherine,75,33505,41073
gemma-3-27b-it,Queen Catherine,76,34056,41846
gemma-3-27b-it,Queen Catherine,77,34512,42541
gemma-3-27b-it,Queen Catherine,78,34962,43179
gemma-3-27b-it,Queen Catherine,79,35356,43516
gemma-3-27b-it,Queen Catherine,80,35824,44160
gemma-3-27b-it,Queen Catherine,81,36298,44602
gemma-3-27b-it,Queen Catherine,82,36715,44764
gemma-3-27b-it,Queen Catherine,83,37182,45057
gemma-3-27b-it,Queen Catherine,84,37566,45928
gemma-3-27b-it,Queen Catherine,85,37983,46400
gemma-3-27b-it,Queen Catherine,86,38405,46731
gemma-3-27b-it,Queen Catherine,87,38810,47422
gemma-3-27b-it,Queen Catherine,88,39266,48011
gemma-3-27b-it,Queen Catherine,89,39634,48499
gemma-3-27b-it,Queen Catherine,90,40087,49281
gemma-3-27b-it,Queen Catherine,91,40473,49966
gemma-3-27b-it,Queen Catherine,92,40822,50603
gemma-3-27b-it,Queen Catherine,93,41151,51208
gemma-3-27b-it,Queen Catherine,94,41509,51356
gemma-3-27b-it,Queen Catherine,95,41941,51880
gemma-3-27b-it,Queen Catherine,96,42315,52690
gemma-3-27b-it,Queen Catherine,97,42700,53236
gemma-3-27b-it,Queen Catherine,98,43082,53628
gemma-3-27b-it,Queen Catherine,99,43483,54207
gemma-3-27b-it,Queen Catherine,100,43897,54876
gemma-3-27b-it,Queen Catherine,101,44089,56417
gemma-3-27b-it,Queen Catherine,102,44292,57068
gemma-3-27b-it,Michael Scott,0,0,0
gemma-3-27b-it,Michael Scott,1,297,518
gemma-3-27b-it,Michael Scott,2,761,880
gemma-3-27b-it,Michael Scott,3,1219,1250
gemma-3-27b-it,Michael Scott,4,1695,2219
gemma-3-27b-it,Michael Scott,5,2187,2652
gemma-3-27b-it,Michael Scott,6,2691,2963
gemma-3-27b-it,Michael Scott,7,3177,3490
gemma-3-27b-it,Michael Scott,8,3628,3965
gemma-3-27b-it,Michael Scott,9,4094,4608
gemma-3-27b-it,Michael Scott,10,4557,5103
gemma-3-27b-it,Michael Scott,11,5014,5960
gemma-3-27b-it,Michael Scott,12,5550,6441
gemma-3-27b-it,Michael Scott,13,5969,6921
gemma-3-27b-it,Michael Scott,14,6461,7285
gemma-3-27b-it,Michael Scott,15,6923,7712
gemma-3-27b-it,Michael Scott,16,7364,8496
gemma-3-27b-it,Michael Scott,17,7792,8886
gemma-3-27b-it,Michael Scott,18,8200,9561
gemma-3-27b-it,Michael Scott,19,8621,10028
gemma-3-27b-it,Michael Scott,20,9044,10512
gemma-3-27b-it,Michael Scott,21,9485,10996
gemma-3-27b-it,Michael Scott,22,10031,11360
gemma-3-27b-it,Michael Scott,23,10477,11962
gemma-3-27b-it,Michael Scott,24,10904,12549
gemma-3-27b-it,Michael Scott,25,11324,13174
gemma-3-27b-it,Michael Scott,26,11750,13574
gemma-3-27b-it,Michael Scott,27,12197,13965
gemma-3-27b-it,Michael Scott,28,12626,14581
gemma-3-27b-it,Michael Scott,29,13103,15171
gemma-3-27b-it,Michael Scott,30,13539,15728
gemma-3-27b-it,Michael Scott,31,13971,16176
gemma-3-27b-it,Michael Scott,32,14346,16551
gemma-3-27b-it,Michael Scott,33,14725,17026
gemma-3-27b-it,Michael Scott,34,15154,17557
gemma-3-27b-it,Michael Scott,35,15522,17938
gemma-3-27b-it,Michael Scott,36,15867,18415
gemma-3-27b-it,Michael Scott,37,16240,18837
gemma-3-27b-it,Michael Scott,38,16564,19428
gemma-3-27b-it,Michael Scott,39,16897,20096
gemma-3-27b-it,Michael Scott,40,17209,20934
gemma-3-27b-it,Michael Scott,41,17549,21525
gemma-3-27b-it,Michael Scott,42,17925,22223
gemma-3-27b-it,Michael Scott,43,18338,22791
gemma-3-27b-it,Michael Scott,44,18695,23344
gemma-3-27b-it,Michael Scott,45,19115,23907
gemma-3-27b-it,Michael Scott,46,19457,24341
gemma-3-27b-it,Michael Scott,47,19825,24756
gemma-3-27b-it,Michael Scott,48,20148,25219
gemma-3-27b-it,Michael Scott,49,20535,25954
gemma-3-27b-it,Michael Scott,50,20856,26328
gemma-3-27b-it,Michael Scott,51,21212,26653
gemma-3-27b-it,Michael Scott,52,21576,27207
gemma-3-27b-it,Michael Scott,53,21917,27762
gemma-3-27b-it,Michael Scott,54,22234,28237
gemma-3-27b-it,Michael Scott,55,22550,28688
gemma-3-27b-it,Michael Scott,56,22875,29227
gemma-3-27b-it,Michael Scott,57,23169,29582
gemma-3-27b-it,Michael Scott,58,23522,30082
gemma-3-27b-it,Michael Scott,59,23879,30605
gemma-3-27b-it,Michael Scott,60,24181,31035
gemma-3-27b-it,Michael Scott,61,24481,31380
gemma-3-27b-it,Michael Scott,62,24825,31824
gemma-3-27b-it,Michael Scott,63,25216,32177
gemma-3-27b-it,Michael Scott,64,25559,33218
gemma-3-27b-it,Michael Scott,65,25930,34034
gemma-3-27b-it,Michael Scott,66,26302,34426
gemma-3-27b-it,Michael Scott,67,26669,35034
gemma-3-27b-it,Michael Scott,68,27022,35358
gemma-3-27b-it,Michael Scott,69,27399,35964
gemma-3-27b-it,Michael Scott,70,27768,36379
gemma-3-27b-it,Michael Scott,71,28120,36849
gemma-3-27b-it,Michael Scott,72,28442,37289
gemma-3-27b-it,Michael Scott,73,28841,37779
gemma-3-27b-it,Michael Scott,74,29299,38160
gemma-3-27b-it,Michael Scott,75,29673,38869
gemma-3-27b-it,Michael Scott,76,30005,39457
gemma-3-27b-it,Michael Scott,77,30361,40066
gemma-3-27b-it,Michael Scott,78,30688,40606
gemma-3-27b-it,Michael Scott,79,31039,40940
gemma-3-27b-it,Michael Scott,80,31374,41544
gemma-3-27b-it,Michael Scott,81,31696,42031
gemma-3-27b-it,Michael Scott,82,32075,42308
gemma-3-27b-it,Michael Scott,83,32430,42638
gemma-3-27b-it,Michael Scott,84,32743,43322
gemma-3-27b-it,Michael Scott,85,33144,43776
gemma-3-27b-it,Michael Scott,86,33504,44007
gemma-3-27b-it,Michael Scott,87,33844,44671
gemma-3-27b-it,Michael Scott,88,34225,45184
gemma-3-27b-it,Michael Scott,89,34551,45776
gemma-3-27b-it,Michael Scott,90,34904,46486
gemma-3-27b-it,Michael Scott,91,35233,47034
gemma-3-27b-it,Michael Scott,92,35534,47542
gemma-3-27b-it,Michael Scott,93,35872,48037
gemma-3-27b-it,Michael Scott,94,36169,48314
gemma-3-27b-it,Michael Scott,95,36476,48785
gemma-3-27b-it,Michael Scott,96,36767,49359
gemma-3-27b-it,Michael Scott,97,37066,49824
gemma-3-27b-it,Michael Scott,98,37401,50236
gemma-3-27b-it,Michael Scott,99,37718,50763
gemma-3-27b-it,Michael Scott,100,38032,51365
gemma-3-27b-it,Michael Scott,101,38251,52476
gemma-3-27b-it,Michael Scott,102,38541,53137
gemma-3-27b-it,HAL 9000,0,0,0
gemma-3-27b-it,HAL 9000,1,200,356
gemma-3-27b-it,HAL 9000,2,451,685
gemma-3-27b-it,HAL 9000,3,780,1020
gemma-3-27b-it,HAL 9000,4,1103,1945
gemma-3-27b-it,HAL 9000,5,1412,2305
gemma-3-27b-it,HAL 9000,6,1786,2483
gemma-3-27b-it,HAL 9000,7,2164,2924
gemma-3-27b-it,HAL 9000,8,2570,3408
gemma-3-27b-it,HAL 9000,9,2926,3924
gemma-3-27b-it,HAL 9000,10,3259,4579
gemma-3-27b-it,HAL 9000,11,3630,5583
gemma-3-27b-it,HAL 9000,12,4066,6024
gemma-3-27b-it,HAL 9000,13,4386,6510
gemma-3-27b-it,HAL 9000,14,4721,6822
gemma-3-27b-it,HAL 9000,15,5108,7175
gemma-3-27b-it,HAL 9000,16,5393,7961
gemma-3-27b-it,HAL 9000,17,5724,8289
gemma-3-27b-it,HAL 9000,18,6006,8922
gemma-3-27b-it,HAL 9000,19,6327,9329
gemma-3-27b-it,HAL 9000,20,6623,9890
gemma-3-27b-it,HAL 9000,21,6981,10381
gemma-3-27b-it,HAL 9000,22,7322,10637
gemma-3-27b-it,HAL 9000,23,7561,11339
gemma-3-27b-it,HAL 9000,24,7862,11871
gemma-3-27b-it,HAL 9000,25,8130,12531
gemma-3-27b-it,HAL 9000,26,8427,12870
gemma-3-27b-it,HAL 9000,27,8724,13153
gemma-3-27b-it,HAL 9000,28,8993,13881
gemma-3-27b-it,HAL 9000,29,9276,14556
gemma-3-27b-it,HAL 9000,30,9562,15119
gemma-3-27b-it,HAL 9000,31,9826,15545
gemma-3-27b-it,HAL 9000,32,10105,15880
gemma-3-27b-it,HAL 9000,33,10377,16436
gemma-3-27b-it,HAL 9000,34,10695,17118
gemma-3-27b-it,HAL 9000,35,10990,17519
gemma-3-27b-it,HAL 9000,36,11290,17984
gemma-3-27b-it,HAL 9000,37,11565,18543
gemma-3-27b-it,HAL 9000,38,11863,19238
gemma-3-27b-it,HAL 9000,39,12172,19953
gemma-3-27b-it,HAL 9000,40,12464,20819
gemma-3-27b-it,HAL 9000,41,12784,21406
gemma-3-27b-it,HAL 9000,42,13073,22153
gemma-3-27b-it,HAL 9000,43,13417,22787
gemma-3-27b-it,HAL 9000,44,13738,23376
gemma-3-27b-it,HAL 9000,45,14044,24114
gemma-3-27b-it,HAL 9000,46,14386,24601
gemma-3-27b-it,HAL 9000,47,14710,25234
gemma-3-27b-it,HAL 9000,48,15023,26066
gemma-3-27b-it,HAL 9000,49,15404,26986
gemma-3-27b-it,HAL 9000,50,15737,27472
gemma-3-27b-it,HAL 9000,51,16111,27862
gemma-3-27b-it,HAL 9000,52,16458,28529
gemma-3-27b-it,HAL 9000,53,16806,29212
gemma-3-27b-it,HAL 9000,54,17126,29846
gemma-3-27b-it,HAL 9000,55,17443,30390
gemma-3-27b-it,HAL 9000,56,17767,31110
gemma-3-27b-it,HAL 9000,57,18114,31458
gemma-3-27b-it,HAL 9000,58,18454,31991
gemma-3-27b-it,HAL 9000,59,18836,32626
gemma-3-27b-it,HAL 9000,60,19161,33249
gemma-3-27b-it,HAL 9000,61,19493,33711
gemma-3-27b-it,HAL 9000,62,19849,34235
gemma-3-27b-it,HAL 9000,63,20257,34616
gemma-3-27b-it,HAL 9000,64,20635,35711
gemma-3-27b-it,HAL 9000,65,21039,36578
gemma-3-27b-it,HAL 9000,66,21394,37031
gemma-3-27b-it,HAL 9000,67,21758,37706
gemma-3-27b-it,HAL 9000,68,22110,37983
gemma-3-27b-it,HAL 9000,69,22480,38777
gemma-3-27b-it,HAL 9000,70,22796,39327
gemma-3-27b-it,HAL 9000,71,23137,39948
gemma-3-27b-it,HAL 9000,72,23492,40667
gemma-3-27b-it,HAL 9000,73,23836,41357
gemma-3-27b-it,HAL 9000,74,24208,41701
gemma-3-27b-it,HAL 9000,75,24572,42520
gemma-3-27b-it,HAL 9000,76,24946,43311
gemma-3-27b-it,HAL 9000,77,25300,44030
gemma-3-27b-it,HAL 9000,78,25626,44777
gemma-3-27b-it,HAL 9000,79,26000,45253
gemma-3-27b-it,HAL 9000,80,26352,45922
gemma-3-27b-it,HAL 9000,81,26688,46484
gemma-3-27b-it,HAL 9000,82,26998,46607
gemma-3-27b-it,HAL 9000,83,27359,46930
gemma-3-27b-it,HAL 9000,84,27695,47773
gemma-3-27b-it,HAL 9000,85,28041,48296
gemma-3-27b-it,HAL 9000,86,28364,48683
gemma-3-27b-it,HAL 9000,87,28706,49469
gemma-3-27b-it,HAL 9000,88,29069,50104
gemma-3-27b-it,HAL 9000,89,29346,50700
gemma-3-27b-it,HAL 9000,90,29671,51422
gemma-3-27b-it,HAL 9000,91,30003,52135
gemma-3-27b-it,HAL 9000,92,30284,52791
gemma-3-27b-it,HAL 9000,93,30547,53445
gemma-3-27b-it,HAL 9000,94,30859,53639
gemma-3-27b-it,HAL 9000,95,31195,54225
gemma-3-27b-it,HAL 9000,96,31490,54952
gemma-3-27b-it,HAL 9000,97,31780,55574
gemma-3-27b-it,HAL 9000,98,32070,56004
gemma-3-27b-it,HAL 9000,99,32383,56555
gemma-3-27b-it,HAL 9000,100,32682,57324
gemma-3-27b-it,HAL 9000,101,32721,59044
gemma-3-27b-it,HAL 9000,102,32854,59661
gemma-3-27b-it,Juno MacGuff,0,0,0
gemma-3-27b-it,Juno MacGuff,1,236,438
gemma-3-27b-it,Juno MacGuff,2,596,759
gemma-3-27b-it,Juno MacGuff,3,1006,1106
gemma-3-27b-it,Juno MacGuff,4,1374,2258
gemma-3-27b-it,Juno MacGuff,5,1830,2686
gemma-3-27b-it,Juno MacGuff,6,2209,2896
gemma-3-27b-it,Juno MacGuff,7,2699,3363
gemma-3-27b-it,Juno MacGuff,8,3060,3875
gemma-3-27b-it,Juno MacGuff,9,3486,4425
gemma-3-27b-it,Juno MacGuff,10,3889,4903
gemma-3-27b-it,Juno MacGuff,11,4301,5818
gemma-3-27b-it,Juno MacGuff,12,4769,6303
gemma-3-27b-it,Juno MacGuff,13,5178,6780
gemma-3-27b-it,Juno MacGuff,14,5620,7121
gemma-3-27b-it,Juno MacGuff,15,6057,7442
gemma-3-27b-it,Juno MacGuff,16,6488,8283
gemma-3-27b-it,Juno MacGuff,17,6931,8581
gemma-3-27b-it,Juno MacGuff,18,7373,9159
gemma-3-27b-it,Juno MacGuff,19,7826,9541
gemma-3-27b-it,Juno MacGuff,20,8239,9941
gemma-3-27b-it,Juno MacGuff,21,8703,10314
gemma-3-27b-it,Juno MacGuff,22,9200,10633
gemma-3-27b-it,Juno MacGuff,23,9637,11194
gemma-3-27b-it,Juno MacGuff,24,10084,11691
gemma-3-27b-it,Juno MacGuff,25,10564,12381
gemma-3-27b-it,Juno MacGuff,26,11070,12749
gemma-3-27b-it,Juno MacGuff,27,11548,13020
gemma-3-27b-it,Juno MacGuff,28,11962,13680
gemma-3-27b-it,Juno MacGuff,29,12429,14441
gemma-3-27b-it,Juno MacGuff,30,12796,15102
gemma-3-27b-it,Juno MacGuff,31,13216,15510
gemma-3-27b-it,Juno MacGuff,32,13573,15940
gemma-3-27b-it,Juno MacGuff,33,13962,16449
gemma-3-27b-it,Juno MacGuff,34,14400,17029
gemma-3-27b-it,Juno MacGuff,35,14737,17466
gemma-3-27b-it,Juno MacGuff,36,15087,17845
gemma-3-27b-it,Juno MacGuff,37,15464,18312
gemma-3-27b-it,Juno MacGuff,38,15831,18922
gemma-3-27b-it,Juno MacGuff,39,16218,19730
gemma-3-27b-it,Juno MacGuff,40,16577,20558
gemma-3-27b-it,Juno MacGuff,41,16994,21112
gemma-3-27b-it,Juno MacGuff,42,17355,21926
gemma-3-27b-it,Juno MacGuff,43,17813,22574
gemma-3-27b-it,Juno MacGuff,44,18213,23120
gemma-3-27b-it,Juno MacGuff,45,18597,23854
gemma-3-27b-it,Juno MacGuff,46,18976,24351
gemma-3-27b-it,Juno MacGuff,47,19431,24876
gemma-3-27b-it,Juno MacGuff,48,19775,25633
gemma-3-27b-it,Juno MacGuff,49,20217,26510
gemma-3-27b-it,Juno MacGuff,50,20622,27010
gemma-3-27b-it,Juno MacGuff,51,21052,27388
gemma-3-27b-it,Juno MacGuff,52,21412,28068
gemma-3-27b-it,Juno MacGuff,53,21764,28726
gemma-3-27b-it,Juno MacGuff,54,22183,29451
gemma-3-27b-it,Juno MacGuff,55,22551,30063
gemma-3-27b-it,Juno MacGuff,56,22882,30741
gemma-3-27b-it,Juno MacGuff,57,23185,31055
gemma-3-27b-it,Juno MacGuff,58,23526,31634
gemma-3-27b-it,Juno MacGuff,59,23913,32231
gemma-3-27b-it,Juno MacGuff,60,24228,32746
gemma-3-27b-it,Juno MacGuff,61,24512,33120
gemma-3-27b-it,Juno MacGuff,62,24927,33733
gemma-3-27b-it,Juno MacGuff,63,25355,34015
gemma-3-27b-it,Juno MacGuff,64,25795,35133
gemma-3-27b-it,Juno MacGuff,65,26192,36186
gemma-3-27b-it,Juno MacGuff,66,26601,36485
gemma-3-27b-it,Juno MacGuff,67,27008,37168
gemma-3-27b-it,Juno MacGuff,68,27391,37522
gemma-3-27b-it,Juno MacGuff,69,27786,38292
gemma-3-27b-it,Juno MacGuff,70,28154,38861
gemma-3-27b-it,Juno MacGuff,71,28586,39498
gemma-3-27b-it,Juno MacGuff,72,28973,40173
gemma-3-27b-it,Juno MacGuff,73,29400,40994
gemma-3-27b-it,Juno MacGuff,74,29884,41284
gemma-3-27b-it,Juno MacGuff,75,30330,42137
gemma-3-27b-it,Juno MacGuff,76,30767,43040
gemma-3-27b-it,Juno MacGuff,77,31169,43824
gemma-3-27b-it,Juno MacGuff,78,31558,44538
gemma-3-27b-it,Juno MacGuff,79,31928,44948
gemma-3-27b-it,Juno MacGuff,80,32373,45632
gemma-3-27b-it,Juno MacGuff,81,32775,46194
gemma-3-27b-it,Juno MacGuff,82,33210,46388
gemma-3-27b-it,Juno MacGuff,83,33641,46619
gemma-3-27b-it,Juno MacGuff,84,34005,47524
gemma-3-27b-it,Juno MacGuff,85,34437,48008
gemma-3-27b-it,Juno MacGuff,86,34791,48285
gemma-3-27b-it,Juno MacGuff,87,35193,49019
gemma-3-27b-it,Juno MacGuff,88,35643,49681
gemma-3-27b-it,Juno MacGuff,89,36005,50217
gemma-3-27b-it,Juno MacGuff,90,36452,51028
gemma-3-27b-it,Juno MacGuff,91,36863,51762
gemma-3-27b-it,Juno MacGuff,92,37159,52354
gemma-3-27b-it,Juno MacGuff,93,37461,53073
gemma-3-27b-it,Juno MacGuff,94,37790,53233
gemma-3-27b-it,Juno MacGuff,95,38149,53748
gemma-3-27b-it,Juno MacGuff,96,38520,54422
gemma-3-27b-it,Juno MacGuff,97,38883,55087
gemma-3-27b-it,Juno MacGuff,98,39243,55577
gemma-3-27b-it,Juno MacGuff,99,39597,56097
gemma-3-27b-it,Juno MacGuff,100,39951,56791
gemma-3-27b-it,Juno MacGuff,101,40189,58068
gemma-3-27b-it,Juno MacGuff,102,40380,58728
gemma-3-27b-it,Lestat de Lioncourt,0,0,0
gemma-3-27b-it,Lestat de Lioncourt,1,342,455
gemma-3-27b-it,Lestat de Lioncourt,2,848,838
gemma-3-27b-it,Lestat de Lioncourt,3,1392,1233
gemma-3-27b-it,Lestat de Lioncourt,4,1881,2329
gemma-3-27b-it,Lestat de Lioncourt,5,2423,2855
gemma-3-27b-it,Lestat de Lioncourt,6,3039,3105
gemma-3-27b-it,Lestat de Lioncourt,7,3613,3657
gemma-3-27b-it,Lestat de Lioncourt,8,4086,4263
gemma-3-27b-it,Lestat de Lioncourt,9,4601,5014
gemma-3-27b-it,Lestat de Lioncourt,10,5098,5595
gemma-3-27b-it,Lestat de Lioncourt,11,5584,6553
gemma-3-27b-it,Lestat de Lioncourt,12,6177,7154
gemma-3-27b-it,Lestat de Lioncourt,13,6655,7773
gemma-3-27b-it,Lestat de Lioncourt,14,7128,8157
gemma-3-27b-it,Lestat de Lioncourt,15,7703,8585
gemma-3-27b-it,Lestat de Lioncourt,16,8166,9392
gemma-3-27b-it,Lestat de Lioncourt,17,8626,9813
gemma-3-27b-it,Lestat de Lioncourt,18,9092,10484
gemma-3-27b-it,Lestat de Lioncourt,19,9567,10923
gemma-3-27b-it,Lestat de Lioncourt,20,10060,11444
gemma-3-27b-it,Lestat de Lioncourt,21,10555,11946
gemma-3-27b-it,Lestat de Lioncourt,22,11065,12276
gemma-3-27b-it,Lestat de Lioncourt,23,11482,13005
gemma-3-27b-it,Lestat de Lioncourt,24,11943,13592
gemma-3-27b-it,Lestat de Lioncourt,25,12446,14501
gemma-3-27b-it,Lestat de Lioncourt,26,12906,14951
gemma-3-27b-it,Lestat de Lioncourt,27,13358,15324
gemma-3-27b-it,Lestat de Lioncourt,28,13835,16122
gemma-3-27b-it,Lestat de Lioncourt,29,14273,16942
gemma-3-27b-it,Lestat de Lioncourt,30,14696,17634
gemma-3-27b-it,Lestat de Lioncourt,31,15125,18082
gemma-3-27b-it,Lestat de Lioncourt,32,15567,18562
gemma-3-27b-it,Lestat de Lioncourt,33,16003,19128
